,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1301,0,0.042034052,37,0,0.39494514700000005,7200.0,10,0,2,0,1.0
1302,1,0.421942327,44,1,0.369968717,4794.0,7,1,1,1,1.0
1303,1,0.839403848,47,0,0.8517608520000001,2441.0,15,0,1,0,3.0
1304,0,0.293498119,50,0,0.7263413320000001,3708.0,9,0,2,0,0.0
1305,0,0.072723182,86,0,87.0,,5,0,0,0,0.0
1306,0,0.45516766299999994,86,0,0.32284339100000004,2700.0,4,0,0,0,0.0
1307,0,0.136265153,60,0,0.262126961,9750.0,10,0,2,0,2.0
1308,0,0.9999998999999999,23,0,133.0,,2,0,0,0,0.0
1309,1,0.9165504790000001,52,3,0.803691598,5200.0,17,0,2,1,0.0
1310,1,0.0,24,0,571.0,,7,0,0,0,0.0
1311,1,0.67887658,65,0,0.27996889199999997,9000.0,6,0,2,0,1.0
1312,0,0.213320165,34,0,0.042898792000000005,2400.0,2,0,0,0,3.0
1313,1,0.876017712,44,5,0.6918646509999999,4166.0,14,1,1,2,3.0
1314,1,0.7530295509999999,43,4,0.501854857,8625.0,16,2,3,0,0.0
1315,0,0.161308551,31,1,33.610994,6166.0,14,0,2,0,2.0
1316,0,0.054368204,46,0,0.227567455,4780.0,6,0,0,0,1.0
1317,1,0.873125721,34,0,177.0,,6,0,0,0,0.0
1318,1,0.30801787,57,0,0.175508721,13759.0,9,0,2,0,1.0
1319,1,0.0,39,0,0.039619165,3255.0,1,7,0,0,0.0
1320,1,0.9999998999999999,26,1,0.134216786,2942.0,2,1,0,0,2.0
1321,1,0.969037252,60,7,0.383110835,6441.0,7,0,2,0,2.0
1322,1,0.577800076,47,0,0.366492626,10916.0,11,0,1,0,1.0
1323,1,0.871114343,55,1,0.68097587,7500.0,7,0,2,0,0.0
1324,1,0.9999998999999999,46,0,0.0,3855.0,0,0,0,0,1.0
1325,1,0.974301285,44,1,0.34495688,8000.0,8,0,1,0,0.0
1326,0,0.20526357899999997,27,0,0.307415407,4166.0,10,0,0,0,0.0
1327,1,0.811349054,70,2,0.429097606,3800.0,7,1,1,0,0.0
1328,1,0.918216357,32,0,330.0,,2,1,0,1,0.0
1329,0,0.442954426,57,0,1994.0,,10,1,1,0,0.0
1330,0,0.49586120100000003,68,0,0.277321282,9735.0,5,0,1,0,0.0
1331,0,0.29022546899999996,62,0,0.555447471,3083.0,9,0,2,0,0.0
1332,1,0.7817949129999999,67,1,0.335591252,5166.0,12,0,3,0,1.0
1333,1,0.9556715920000001,38,0,0.312089972,3200.0,9,0,0,0,0.0
1334,0,0.0,68,0,6840.0,,10,0,3,0,0.0
1335,1,0.9999998999999999,48,0,1.66379181,13333.0,10,0,8,0,1.0
1336,0,0.12801090699999998,30,0,0.206488157,3883.0,6,0,0,0,0.0
1337,0,0.678338132,66,0,0.31992002,4000.0,4,0,0,0,0.0
1338,1,1.01754386,39,1,0.012963734,31240.0,5,0,0,0,0.0
1339,1,0.9999998999999999,34,0,0.544151949,3000.0,4,0,2,1,2.0
1340,0,0.0,27,0,0.120987901,10000.0,5,0,1,0,0.0
1341,0,0.23040892600000001,31,1,0.014631967,8952.0,2,0,0,0,2.0
1342,1,0.9999998999999999,28,98,8.0,,0,98,0,98,0.0
1343,0,0.12449951199999999,31,0,0.39491411200000004,5937.0,15,0,2,0,0.0
1344,0,0.290905974,49,0,0.152373418,6319.0,10,0,0,0,1.0
1345,1,0.9302325579999999,45,0,0.029328445,6000.0,2,1,0,0,2.0
1346,1,0.8971575490000001,46,4,0.512330593,4500.0,10,0,1,0,0.0
1347,0,0.321720302,46,0,5034.0,,12,0,2,0,0.0
1348,0,0.06502744099999999,39,0,0.22419354800000002,5579.0,16,0,4,0,2.0
1349,1,0.051049562,53,0,0.41196172200000003,4179.0,12,1,2,0,1.0
1350,0,0.012541143999999999,82,0,0.208164862,7666.0,9,0,2,0,0.0
1351,1,0.9999998999999999,30,1,0.0,,0,1,0,0,0.0
1352,1,0.223283206,53,1,0.202449388,4000.0,22,0,0,1,0.0
1353,0,0.502588469,34,0,0.248226538,17197.0,6,0,2,0,1.0
1354,0,0.209304915,63,0,0.427358799,6125.0,14,0,1,0,0.0
1355,1,0.738165506,55,6,1647.0,,11,0,1,1,0.0
1356,1,0.540918164,30,1,0.214649034,1965.0,4,1,0,0,0.0
1357,1,1.0749850029999999,26,2,0.7116345470000001,1400.0,8,0,0,3,0.0
1358,1,0.647167057,51,0,0.50448833,2784.0,8,0,0,0,3.0
1359,1,0.755557822,44,0,0.245343423,3435.0,6,0,0,0,2.0
1360,0,0.9999998999999999,65,0,76.0,,1,0,0,0,0.0
1361,0,0.7840551790000001,58,0,0.538957117,9933.0,12,0,4,0,1.0
1362,1,0.9999998999999999,53,2,0.049512020999999996,4200.0,2,1,0,0,0.0
1363,1,1.5632730730000002,62,2,0.034167971,3833.0,5,0,0,1,0.0
1364,0,0.074708216,40,0,0.051525355,9800.0,6,0,0,0,2.0
1365,1,0.519886981,42,0,0.40063974399999996,2500.0,8,0,1,0,0.0
1366,0,0.009449528,65,0,1121.0,,7,0,1,0,0.0
1367,1,0.968334933,48,7,0.439156627,3319.0,11,2,0,0,0.0
1368,0,0.00930538,68,0,430.0,,12,0,1,0,0.0
1369,1,0.154778832,45,1,0.244503571,7140.0,7,0,2,0,2.0
1370,0,0.024066108,47,0,0.118602119,10100.0,13,0,3,0,3.0
1371,1,0.069844306,44,1,0.47593135200000003,21500.0,20,1,3,0,2.0
1372,0,0.062443873,52,0,0.396978778,16350.0,23,0,3,0,4.0
1373,1,0.8295605859999999,34,1,0.24818795300000002,4000.0,6,0,1,0,2.0
1374,1,0.841061684,49,0,0.562919583,7000.0,8,0,2,0,3.0
1375,1,1.3161397670000001,32,0,0.294485294,2719.0,5,2,0,0,1.0
1376,1,0.366006665,64,4,0.404761905,10667.0,9,0,2,0,1.0
1377,0,0.045330420999999996,58,0,0.423353145,8075.0,11,0,2,0,0.0
1378,1,0.37831666700000005,36,0,0.39561230000000003,11121.0,11,0,1,0,1.0
1379,0,0.024719011000000003,51,0,0.007197121,2500.0,3,0,0,0,0.0
1380,1,0.41029994299999994,36,0,1.007508834,2263.0,9,0,1,0,2.0
1381,0,0.359542239,78,0,0.129374337,6600.0,7,0,1,0,1.0
1382,0,0.9999998999999999,52,1,0.126025524,4387.0,4,0,0,0,1.0
1383,0,0.9999998999999999,49,0,0.481748137,7916.0,7,0,1,0,1.0
1384,0,0.013191288,56,0,0.145917082,16666.0,26,0,1,0,4.0
1385,0,0.9999998999999999,48,0,289.0,,0,1,0,0,0.0
1386,0,0.543472729,63,0,0.338727966,9700.0,26,0,1,0,1.0
1387,1,0.552468614,68,1,0.342754299,7500.0,13,0,1,0,0.0
1388,1,0.731146599,61,1,0.360803266,12000.0,9,0,1,0,3.0
1389,0,0.422262624,57,0,0.160347384,9441.0,13,0,1,0,0.0
1390,1,0.9999998999999999,58,98,0.0,,0,98,0,98,0.0
1391,0,0.621468927,24,0,0.010079194,4166.0,3,0,0,0,0.0
1392,0,0.225731189,36,0,0.631911311,7125.0,8,0,1,0,0.0
1393,1,0.197964738,49,1,0.120712741,9708.0,7,0,2,0,2.0
1394,0,0.95566447,53,0,0.564831261,1688.0,6,0,0,0,0.0
1395,1,0.016814976000000002,43,1,0.029509816,8098.0,6,0,0,1,0.0
1396,0,0.038280836,28,0,2857.0,,10,0,1,0,
1397,1,0.919483507,52,8,0.754922128,10208.0,19,4,4,2,1.0
1398,1,0.235950701,32,0,0.292376682,2229.0,9,0,0,0,0.0
1399,1,0.9999998999999999,32,0,0.030396526,8750.0,1,1,0,1,0.0
1400,1,0.52251363,50,4,0.679032097,10000.0,18,0,3,0,2.0
1401,0,0.9999998999999999,48,0,0.30015552100000004,4500.0,1,0,0,0,1.0
1402,1,0.000810592,71,1,0.212887099,7200.0,5,1,1,0,0.0
1403,1,0.863626738,45,3,1.4005749280000002,8000.0,15,0,10,0,2.0
1404,0,0.377443789,43,0,0.21551114300000002,11307.0,11,0,1,0,2.0
1405,1,0.836081959,50,1,0.513249878,6150.0,7,4,2,1,1.0
1406,1,0.974184165,55,1,0.5652077320000001,4500.0,7,0,2,0,0.0
1407,0,0.368660346,47,0,0.32095414899999997,7000.0,14,0,1,0,1.0
1408,1,0.46230749200000004,52,0,0.564959646,14000.0,14,0,3,0,1.0
1409,1,0.032858042999999997,57,1,0.576308367,3190.0,18,0,2,0,0.0
1410,1,0.707292707,51,0,0.262245918,3000.0,3,0,0,0,0.0
1411,1,0.45988202799999994,58,3,1.181818182,4300.0,10,1,2,3,0.0
1412,1,0.9999998999999999,39,5,1.4303567369999999,4400.0,9,0,5,0,0.0
1413,0,0.010759342,41,0,0.35736972100000003,8500.0,18,0,3,0,3.0
1414,0,0.013794636,55,0,1742.0,,8,0,1,0,0.0
1415,0,0.042917588,72,0,0.261115926,15000.0,9,0,4,0,0.0
1416,0,0.143466517,56,0,0.627086614,9524.0,32,0,3,0,1.0
1417,1,1.051749485,29,4,0.91145387,3500.0,11,2,1,0,1.0
1418,1,0.9135971279999999,42,1,15191.0,,18,0,7,0,0.0
1419,1,0.8290569809999999,32,0,0.221564161,6584.0,5,1,1,0,3.0
1420,0,0.024259425,63,0,0.43939888899999996,3060.0,10,0,1,0,0.0
1421,1,0.9999998999999999,28,0,98.0,,1,1,0,1,0.0
1422,0,0.034578644,76,2,2.054308904,8377.0,27,0,15,0,1.0
1423,1,0.9853958490000001,33,5,0.446868286,6050.0,10,0,1,0,2.0
1424,0,0.041866108,66,0,1.6336831580000002,2000.0,19,0,2,0,0.0
1425,1,0.213273837,60,0,0.580270425,5250.0,8,0,2,0,0.0
1426,0,0.255109605,49,0,0.327358279,4462.0,8,0,1,0,0.0
1427,0,0.021895552999999998,33,0,5.959360426,1500.0,10,0,1,0,0.0
1428,1,0.0,54,0,0.36044384799999996,8200.0,14,0,2,0,0.0
1429,1,0.0,50,2,0.08398681699999999,8798.0,4,4,0,1,0.0
1430,1,0.031339031,50,1,0.355433171,4720.0,7,1,1,0,3.0
1431,0,0.282971703,42,1,0.240240788,5481.0,5,0,0,0,1.0
1432,1,0.34429737299999996,38,0,1.789157965,4500.0,23,14,11,1,0.0
1433,1,0.19424405,40,0,788.0,,6,0,0,0,1.0
1434,1,0.430622775,60,3,0.40008570200000004,7000.0,7,0,2,0,0.0
1435,0,0.006634296,33,0,0.030675917,45833.0,5,0,0,0,1.0
1436,1,0.209383813,34,0,0.22883803600000002,4500.0,6,0,0,0,0.0
1437,0,0.14015676900000001,42,0,0.37634982,7500.0,7,0,2,0,3.0
1438,0,1.7607973419999998,43,0,301.0,,2,0,0,1,0.0
1439,1,1.260923845,47,2,3512.0,,5,3,2,1,
1440,1,0.982007197,33,1,0.24221651,3500.0,5,1,0,0,0.0
1441,1,1.065754866,53,2,0.19724044300000002,8841.0,13,0,1,0,2.0
1442,1,0.94401711,32,0,0.6502342179999999,4482.0,12,0,1,0,2.0
1443,1,0.00133353,53,0,0.512688574,8550.0,24,0,5,1,0.0
1444,0,0.055975442,68,0,0.424960644,11433.0,12,0,2,0,1.0
1445,1,0.9999998999999999,46,1,1650.0,,1,0,1,0,0.0
1446,1,0.139011729,34,0,0.16165571199999998,7150.0,7,0,1,2,0.0
1447,0,0.467481466,60,1,6417.0,,13,0,4,0,0.0
1448,1,1.45117076,42,1,2449.0,,8,4,2,3,0.0
1449,1,1.383233533,33,1,0.194368756,1100.0,6,0,0,2,2.0
1450,1,0.9999998999999999,51,0,668.0,,1,0,1,0,0.0
1451,0,0.22685656199999998,57,0,1.030492785,3672.0,7,0,2,0,0.0
1452,1,0.921014296,73,0,0.437111883,9500.0,12,0,1,0,1.0
1453,1,1.210526316,38,1,0.012567838000000001,3500.0,2,7,0,1,0.0
1454,1,0.9999998999999999,31,0,134.0,,1,1,0,0,0.0
1455,0,0.505302492,64,0,0.348781402,13334.0,9,0,2,0,1.0
1456,0,0.415989053,62,1,0.559308004,12080.0,13,0,3,0,0.0
1457,0,0.0,45,1,1.566698656,2083.0,14,0,1,0,0.0
1458,1,1.096866097,42,0,200.0,,2,0,0,0,0.0
1459,1,0.886277896,35,0,1.25660557,4200.0,13,0,2,0,1.0
1460,1,0.9999998999999999,51,0,0.306192101,2050.0,3,0,0,0,0.0
1461,1,0.9999998999999999,58,0,0.023353573,2140.0,1,0,0,0,0.0
1462,0,0.34656465399999997,56,0,3.985467757,1100.0,12,0,3,0,0.0
1463,0,0.026926647999999997,79,0,0.0018330279999999998,6000.0,2,0,0,0,0.0
1464,0,0.0,73,0,0.22427831199999998,5403.0,4,0,1,0,0.0
1465,0,0.6906421009999999,56,5,0.553716729,7250.0,14,0,3,0,0.0
1466,0,0.008603629,63,0,1734.0,,36,0,1,0,1.0
1467,1,0.0,58,3,0.314509715,8800.0,11,0,2,1,1.0
1468,0,0.046953047000000005,25,0,0.027720314,7250.0,5,0,0,0,0.0
1469,0,0.311485842,44,0,0.266636941,8970.0,5,0,2,0,3.0
1470,1,0.9999998999999999,48,0,1761.0,,7,0,0,0,0.0
1471,1,0.9999998999999999,51,98,0.0,7500.0,0,98,0,98,0.0
1472,1,0.160165851,63,0,0.37132553799999996,9150.0,17,0,2,0,0.0
1473,0,0.313227706,50,0,0.9547834359999999,2100.0,7,0,2,0,0.0
1474,1,0.05511853,52,0,0.13109563,30000.0,12,0,2,1,3.0
1475,0,0.210671854,44,0,0.6517405310000001,6520.0,10,0,1,0,2.0
1476,1,0.0,59,1,4019.0,,10,0,3,0,2.0
1477,0,0.14301519099999999,42,0,3580.0,,10,0,2,0,0.0
1478,1,0.9999998999999999,46,0,0.022913257000000003,610.0,0,0,0,0,1.0
1479,1,0.43529538700000003,38,0,0.12460655400000001,5400.0,18,0,0,0,2.0
1480,1,0.709264605,53,4,0.30692583,14250.0,18,1,1,0,2.0
1481,1,0.675344253,46,6,1.0789690159999998,3646.0,14,1,1,1,3.0
1482,0,0.0,33,0,0.289737869,3585.0,9,0,2,0,2.0
1483,1,0.9999998999999999,32,0,479.0,,1,1,0,0,0.0
1484,1,0.999960452,50,0,4017.0,,3,0,2,0,0.0
1485,0,0.662225183,57,0,520.0,,9,0,0,0,0.0
1486,1,0.493050695,42,3,2059.0,,9,0,1,1,2.0
1487,1,0.9999998999999999,42,98,0.0,,0,98,0,98,0.0
1488,1,0.9999998999999999,37,0,0.0,,0,0,0,0,0.0
1489,0,0.609475105,51,0,0.314360691,11050.0,8,0,2,0,0.0
1490,1,0.100613751,42,0,2097.0,,7,0,1,0,0.0
1491,1,0.9505783390000001,38,2,0.165383056,7400.0,4,0,1,0,3.0
1492,0,0.005454362,70,0,0.061764097999999996,4840.0,3,0,1,0,0.0
1493,0,0.233927327,66,0,1938.0,,13,1,2,0,0.0
1494,0,0.061984708,54,0,0.142927429,8129.0,5,0,1,0,2.0
1495,0,0.0,62,0,2251.0,,6,0,1,0,0.0
1496,1,0.898550725,46,2,0.7387939370000001,3100.0,17,0,1,0,2.0
1497,0,0.0,40,0,0.195400383,12000.0,9,0,1,0,2.0
1498,0,0.42768583600000004,63,2,8550.0,,22,0,2,0,0.0
1499,0,0.078215058,52,0,0.667608819,3537.0,10,0,2,0,1.0
1500,1,0.236020979,52,0,0.5331199999999999,6249.0,12,0,1,0,1.0
1501,0,0.0,68,0,0.123705867,3766.0,2,0,1,0,1.0
1502,1,0.962962963,25,1,0.008603574000000001,1510.0,2,2,0,0,2.0
1503,1,0.9999998999999999,38,1,0.096028689,7528.0,2,1,1,0,4.0
1504,0,0.070418592,56,0,3424.0,,6,0,2,0,0.0
1505,1,0.252638596,51,1,0.038422987,2992.0,2,2,0,0,3.0
1506,0,0.013518018,63,0,0.619594964,3653.0,6,0,1,0,0.0
1507,1,0.48757002,37,2,0.095425629,3300.0,8,1,0,0,0.0
1508,0,0.033866798,67,0,0.186232505,3500.0,5,0,0,0,0.0
1509,0,0.003964277,70,0,0.001841621,3800.0,7,0,0,0,0.0
1510,0,0.713714299,52,0,0.5935828879999999,5422.0,9,0,1,0,1.0
1511,0,0.9449195340000001,30,1,0.417895526,4000.0,10,0,0,0,2.0
1512,0,0.113667235,64,0,0.16856628699999998,1666.0,11,0,0,0,1.0
1513,0,0.0,69,0,0.266748712,13000.0,4,0,1,0,0.0
1514,0,0.064426044,70,0,0.522309711,8000.0,15,0,2,0,0.0
1515,1,0.610635901,47,1,0.634480788,7000.0,19,0,2,1,3.0
1516,1,0.32894570300000003,60,4,0.010150328,7782.0,7,0,0,1,0.0
1517,0,0.439156084,45,0,0.924776681,2126.0,5,0,1,0,2.0
1518,1,0.9999998999999999,48,0,0.069254129,13500.0,2,0,0,0,0.0
1519,0,0.060986023,60,0,2022.0,,7,0,1,0,2.0
1520,0,0.343656344,24,0,10.0,,2,0,0,0,0.0
1521,1,0.9999998999999999,54,2,0.558675445,5163.0,6,1,0,0,1.0
1522,0,0.21015625,38,0,344.0,,9,0,0,0,0.0
1523,0,0.169913395,36,0,0.262017248,13334.0,13,0,2,0,2.0
1524,0,0.34369821799999994,63,0,2943.0,,12,0,2,0,0.0
1525,0,0.5364854960000001,33,0,0.8615309609999999,2050.0,10,0,0,0,1.0
1526,1,0.033396319,72,0,0.407027818,3414.0,20,0,1,2,0.0
1527,0,0.821921722,33,0,0.715953307,2569.0,5,0,1,0,4.0
1528,1,0.36388850899999997,45,0,0.823723526,16666.0,13,0,4,1,0.0
1529,1,0.9999998999999999,64,0,0.0,9000.0,0,0,0,0,0.0
1530,1,0.9999998999999999,60,98,0.0,,0,98,0,98,0.0
1531,0,0.33784019,50,0,3852.0,0.0,9,0,2,0,3.0
1532,0,0.266077617,59,0,0.239728243,3090.0,5,0,1,0,0.0
1533,1,0.9999998999999999,30,0,0.005640303,7800.0,0,0,0,1,1.0
1534,1,0.90438247,43,0,511.0,,3,0,0,3,0.0
1535,0,0.069690776,66,0,0.200115507,10388.0,5,0,1,0,1.0
1536,1,0.9747634070000001,51,2,0.6216839679999999,2600.0,4,0,1,2,2.0
1537,1,0.024832643999999997,56,0,0.391607321,13058.0,12,0,2,0,2.0
1538,1,0.9999998999999999,27,1,0.498753117,1202.0,6,0,0,0,0.0
1539,0,0.014370104,65,0,0.230283448,6808.0,7,0,1,0,1.0
1540,0,0.225676131,58,0,0.20397664899999998,17300.0,7,0,2,0,0.0
1541,1,0.7861725070000001,38,0,5227.0,,19,0,2,0,3.0
1542,1,0.005193437,48,2,0.461733713,13000.0,14,9,1,2,2.0
1543,0,0.9999998999999999,33,0,1.043666404,5083.0,8,0,2,0,1.0
1544,1,0.013062435,43,0,0.73765247,5000.0,12,2,2,0,1.0
1545,0,0.9999998999999999,23,98,0.0,1.0,0,98,0,98,0.0
1546,1,0.097180092,38,2,0.183618535,5200.0,10,0,1,0,0.0
1547,0,0.889541716,37,1,0.37607704,1972.0,4,0,0,0,0.0
1548,1,0.683047168,33,0,0.530698659,7084.0,12,0,2,0,0.0
1549,0,0.0012144389999999999,56,0,0.15662937400000002,4200.0,11,0,1,0,0.0
1550,1,0.9999998999999999,36,0,2730.0,,2,0,2,0,0.0
1551,1,0.99791684,37,0,0.262888992,6458.0,9,0,0,0,1.0
1552,0,0.10421378099999999,59,0,0.23196366300000001,9466.0,14,0,1,2,0.0
1553,1,0.275657292,53,0,0.099678133,9941.0,16,1,0,0,1.0
1554,1,0.9999998999999999,27,0,0.0,2600.0,0,0,0,0,0.0
1555,1,0.419271891,40,0,0.7415962770000001,5800.0,12,0,2,0,0.0
1556,1,1.045049995,52,6,0.576109735,5248.0,11,2,2,1,0.0
1557,1,0.862018398,30,1,0.46233601399999996,4725.0,6,0,2,1,0.0
1558,0,0.0,85,0,0.002105042,9500.0,6,0,0,0,0.0
1559,0,0.023740132999999997,68,0,0.12001432199999999,13964.0,16,0,0,0,2.0
1560,0,0.252743528,45,1,0.11951043900000001,4166.0,9,0,0,0,2.0
1561,0,0.037983115,46,0,2950.0,,11,0,1,0,0.0
1562,1,0.06772744900000001,54,0,0.335566443,10000.0,14,1,0,0,0.0
1563,1,0.021141945,50,0,4161.0,,9,0,1,0,0.0
1564,1,0.9999998999999999,41,1,0.40299863700000005,2200.0,3,1,1,1,1.0
1565,0,0.9999998999999999,58,0,0.083305565,3000.0,3,0,0,0,0.0
1566,0,0.06996893900000001,54,0,0.174305944,10733.0,7,0,1,0,1.0
1567,1,0.9999998999999999,31,1,0.25296349,4217.0,2,0,0,1,2.0
1568,1,0.947501989,49,3,0.9526415490000001,4750.0,13,6,3,2,2.0
1569,0,0.134765084,56,0,2095.0,,4,0,1,0,0.0
1570,1,0.043093186,64,1,0.303289378,6900.0,8,1,1,0,3.0
1571,1,0.905475145,46,0,0.790463169,5850.0,16,0,3,0,1.0
1572,1,0.21071806899999998,44,0,0.383261674,10000.0,4,0,1,0,0.0
1573,0,0.21525619,62,0,573.0,,9,0,0,0,0.0
1574,0,0.9999998999999999,39,0,0.142521167,2125.0,1,0,0,0,0.0
1575,0,0.0,47,1,0.545253863,2717.0,4,0,1,1,3.0
1576,0,0.12059822,61,0,0.834866054,2500.0,15,0,1,0,0.0
1577,1,0.898650939,61,0,0.821193945,3500.0,14,0,2,0,0.0
1578,0,0.9999998999999999,61,2,0.71685543,1500.0,1,0,1,1,1.0
1579,1,1.1149680640000001,30,4,0.320020837,5758.0,8,2,2,0,0.0
1580,0,0.40012911700000003,60,0,3532.0,,27,0,2,0,2.0
1581,0,0.092895355,43,1,2117.0,,5,0,2,0,0.0
1582,1,0.9999998999999999,34,2,0.102748691,4583.0,5,1,0,1,3.0
1583,0,0.22355289399999997,31,0,0.004969307,3420.0,4,0,0,0,1.0
1584,0,0.013336638999999999,52,0,89.0,,6,0,0,0,0.0
1585,0,0.005608032,71,0,12.0,,5,0,0,0,0.0
1586,1,1.025346872,37,2,0.490710239,7588.0,12,0,1,0,1.0
1587,0,0.013374813999999999,33,0,0.007832028000000001,6000.0,6,0,0,0,2.0
1588,0,0.037393886,52,0,0.0025197979999999997,8333.0,2,0,0,0,0.0
1589,1,0.782801911,29,4,0.17689243,3764.0,4,0,0,0,1.0
1590,0,0.412773884,56,0,0.38654953,3300.0,9,0,1,0,1.0
1591,0,0.006624677,71,0,0.0006956180000000001,10062.0,5,0,0,0,0.0
1592,0,0.210589947,63,0,0.219618843,12120.0,9,0,1,0,0.0
1593,0,0.142055351,29,0,0.440445587,2333.0,16,0,0,2,0.0
1594,1,0.962728967,39,0,0.496984098,5470.0,8,0,2,0,1.0
1595,0,0.163446698,65,0,0.7532133679999999,3500.0,13,0,1,0,0.0
1596,1,0.38978226299999996,66,0,0.294020754,6070.0,16,0,2,0,4.0
1597,0,0.209535002,62,0,0.326577984,11200.0,18,0,1,0,1.0
1598,0,0.509582446,73,0,0.113201999,3400.0,8,0,0,0,0.0
1599,0,0.137406929,63,0,94.0,,8,0,0,0,0.0
1600,1,1.023932142,36,1,101.0,,1,0,0,0,0.0
1601,1,0.9785567470000001,42,0,0.214506453,5500.0,7,0,0,0,3.0
1602,1,0.72051242,29,0,0.11468094599999999,2240.0,6,3,0,0,1.0
1603,0,0.015549223000000001,51,0,463.0,,2,0,1,0,0.0
1604,1,0.9505783390000001,38,2,0.165383056,7400.0,4,0,1,0,3.0
1605,0,0.022254233,43,0,0.225597562,10500.0,13,0,1,0,3.0
1606,1,1.00119976,39,3,0.423878892,3500.0,10,0,1,0,3.0
1607,0,0.051598526,51,0,0.365970095,11101.0,9,0,2,0,0.0
1608,0,0.026872201000000002,83,0,0.117396358,2580.0,3,0,0,0,0.0
1609,0,0.007837759,82,0,0.187083888,1501.0,27,0,0,0,0.0
1610,1,0.8774028190000001,67,3,1.4101404430000002,4200.0,12,4,3,1,0.0
1611,1,0.93348229,47,2,0.753778191,4300.0,11,0,1,0,0.0
1612,0,0.016922147,59,2,0.233364574,3200.0,6,0,1,0,0.0
1613,0,0.9626485570000001,55,0,540.0,,7,1,0,0,0.0
1614,1,0.036604951000000004,64,1,0.30363293,9000.0,9,0,2,0,1.0
1615,0,0.974029347,57,3,0.236532811,4083.0,9,0,0,1,2.0
1616,1,1.052991168,35,1,0.334190231,3500.0,6,0,0,0,0.0
1617,1,0.9999998999999999,35,0,2.0446369090000003,1500.0,3,0,1,0,1.0
1618,0,0.053187057,55,2,0.630754163,2041.0,4,0,1,0,0.0
1619,0,0.751545193,60,0,0.903066667,7499.0,16,0,1,0,0.0
1620,0,0.484084124,62,0,0.249646393,8483.0,5,0,1,0,0.0
1621,1,1.08095952,61,4,1.075732449,1808.0,8,3,1,2,0.0
1622,1,0.8981159879999999,48,0,0.475448335,4683.0,6,0,1,0,2.0
1623,1,0.869707797,56,2,0.484634613,6800.0,10,1,1,2,2.0
1624,0,0.9593460009999999,29,0,0.367641614,2700.0,9,0,1,0,0.0
1625,0,0.072478797,85,0,0.006723079,8626.0,3,0,0,0,0.0
1626,0,0.09121208800000001,55,0,0.277111268,4250.0,8,0,2,0,2.0
1627,0,0.10583188800000001,68,0,0.390576178,8000.0,15,0,1,0,1.0
1628,1,0.9789710359999999,31,2,7.7328936520000005,2425.0,8,0,0,2,0.0
1629,0,0.718218914,48,0,0.117654723,7674.0,6,0,0,0,0.0
1630,1,0.937247394,49,0,0.251491366,3184.0,7,0,0,0,1.0
1631,0,0.017200696,70,0,0.008721549,4700.0,7,0,0,0,1.0
1632,0,0.012746391999999999,71,0,0.029828362,6000.0,12,0,1,0,1.0
1633,0,0.006521536999999999,56,0,0.002037582,4416.0,8,0,0,0,0.0
1634,1,0.19484156800000002,56,0,1971.0,,18,1,1,0,0.0
1635,0,0.380440179,58,0,0.32154238399999996,6275.0,9,0,1,0,0.0
1636,1,0.9999998999999999,24,98,0.0,3333.0,0,98,0,98,0.0
1637,1,0.97031226,28,0,0.227908836,2500.0,8,0,0,0,1.0
1638,0,0.006404353000000001,70,0,2033.0,,8,0,1,0,0.0
1639,1,0.10431770300000001,58,0,0.700040048,2496.0,8,0,1,0,0.0
1640,0,0.007898746,65,0,0.003332223,3000.0,7,0,0,0,0.0
1641,1,0.106560703,67,1,0.39822675,5300.0,15,2,2,0,0.0
1642,0,0.268726952,34,0,0.357919715,5056.0,5,0,2,0,0.0
1643,0,0.0,51,0,0.099816289,13063.0,10,0,1,0,0.0
1644,0,0.105772356,68,0,0.10821114400000001,3409.0,6,0,0,0,0.0
1645,1,0.199667221,29,1,0.067893211,10000.0,5,3,0,0,2.0
1646,0,0.37459467399999996,58,0,0.30652763899999996,7000.0,9,0,3,0,0.0
1647,1,0.046635576,70,0,2.0,,1,1,0,0,
1648,1,0.667915106,23,0,15.0,,2,0,0,0,0.0
1649,0,0.841932645,38,0,0.286166508,3158.0,6,0,0,0,4.0
1650,0,0.19440844300000001,27,1,0.17401181300000002,2200.0,4,0,0,0,0.0
1651,1,0.736895555,40,0,2494.0,,11,0,1,0,1.0
1652,0,0.0,50,0,0.294207151,9200.0,8,0,1,0,2.0
1653,1,0.9544475990000001,54,1,1.4620213430000002,3185.0,13,1,2,0,0.0
1654,0,0.0,65,0,1997.0,,9,0,2,0,0.0
1655,0,0.031105058999999997,72,0,0.191965097,5500.0,6,0,1,0,0.0
1656,1,1.003333175,42,0,0.261998921,11125.0,12,0,2,0,4.0
1657,0,0.086363757,66,1,0.44819359200000003,2933.0,13,0,1,0,0.0
1658,0,0.087352815,47,0,0.38410265,6000.0,9,0,1,0,4.0
1659,0,0.27565137,38,0,0.59435771,3650.0,10,0,0,0,1.0
1660,0,0.8209642340000001,58,0,0.180140993,13333.0,7,0,1,2,0.0
